image_num,bboxes,labels
0001,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 144.36801147460938, 83.21600341796875, 223.66400146484375], [0.1120000034570694, 144.36801147460938, 82.99200439453125, 205.74400329589844], [173.71200561523438, 156.91200256347656, 223.66400146484375, 223.66400146484375], [75.82400512695312, 160.94400024414062, 109.64800262451172, 223.66400146484375], [59.24800109863281, 73.58399963378906, 94.63999938964844, 148.17601013183594], [188.49600219726562, 110.09600067138672, 212.46400451660156, 156.46400451660156]], 'labels': ['table', 'table', 'table', 'chair', 'person', 'person']}}"
0002,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 154.2239990234375, 81.87200164794922, 223.66400146484375], [170.1280059814453, 164.7519989013672, 223.66400146484375, 223.66400146484375], [59.02400207519531, 79.85600280761719, 88.59200286865234, 140.55999755859375]], 'labels': ['desk', 'desk', 'person']}}"
0003,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 154.0, 82.76800537109375, 223.66400146484375], [172.14401245117188, 164.9759979248047, 223.66400146484375, 223.66400146484375], [131.60000610351562, 125.552001953125, 171.2480010986328, 223.66400146484375], [56.784000396728516, 81.20000457763672, 93.07200622558594, 156.01600646972656], [131.60000610351562, 125.552001953125, 171.0240020751953, 195.21600341796875], [56.784000396728516, 81.20000457763672, 80.30400085449219, 155.79200744628906], [197.9040069580078, 22.288000106811523, 223.66400146484375, 81.20000457763672], [197.4560089111328, 80.97600555419922, 218.0640106201172, 125.10400390625], [75.82400512695312, 169.4560089111328, 109.42400360107422, 223.66400146484375], [162.9600067138672, 0.1120000034570694, 173.93600463867188, 9.744000434875488]], 'labels': ['desk', 'desk', 'person', 'person', 'person', 'person', 'poster', 'poster', 'chair', 'clock']}}"
0004,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[54.992000579833984, 28.112001419067383, 141.0080108642578, 137.1999969482422], [139.66400146484375, 50.736000061035156, 194.09600830078125, 109.64800262451172], [197.6800079345703, 29.00800132751465, 223.66400146484375, 83.88800048828125], [75.60000610351562, 172.59201049804688, 109.20000457763672, 223.66400146484375], [145.48800659179688, 184.46400451660156, 178.41600036621094, 223.66400146484375], [59.47200012207031, 91.7280044555664, 93.74400329589844, 160.27200317382812], [59.47200012207031, 91.7280044555664, 79.40800476074219, 160.04800415039062], [191.4080047607422, 127.34400177001953, 218.2880096435547, 165.20001220703125], [168.5600128173828, 135.6320037841797, 194.09600830078125, 169.6800079345703]], 'labels': ['poster', 'poster', 'poster', 'chair', 'chair', 'person', 'person', 'person', 'person']}}"
0005,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 156.46400451660156, 82.76800537109375, 223.66400146484375], [171.9199981689453, 168.7840118408203, 223.66400146484375, 223.66400146484375], [130.92800903320312, 139.21600341796875, 175.50399780273438, 223.66400146484375], [55.21600341796875, 100.01600646972656, 93.52000427246094, 160.49600219726562], [55.44000244140625, 100.01600646972656, 78.73600006103516, 160.49600219726562]], 'labels': ['desk', 'desk', 'person', 'person', 'person']}}"
0006,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[142.3520050048828, 45.80800247192383, 203.27999877929688, 110.54400634765625], [48.04800033569336, 102.0320053100586, 75.60000610351562, 166.99200439453125], [171.4720001220703, 136.3040008544922, 202.83200073242188, 181.10400390625]], 'labels': ['poster', 'person', 'person']}}"
0007,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[141.2320098876953, 37.52000045776367, 208.2080078125, 108.97600555419922], [29.23200035095215, 81.87200164794922, 75.1520004272461, 170.8000030517578], [134.2880096435547, 134.7360076904297, 176.17601013183594, 219.1840057373047], [174.60800170898438, 128.01600646972656, 203.05599975585938, 184.24000549316406], [162.0640106201172, 55.44000244140625, 191.6320037841797, 102.2560043334961]], 'labels': ['poster', 'person', 'person', 'person', 'person']}}"
0008,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[145.04000854492188, 15.568000793457031, 223.66400146484375, 100.46400451660156], [154.2239990234375, 208.2080078125, 201.71200561523438, 223.66400146484375], [55.88800048828125, 5.712000370025635, 76.49600219726562, 41.3280029296875], [45.80800247192383, 2.8000001907348633, 60.14400100708008, 53.64800262451172], [45.36000061035156, 71.12000274658203, 55.66400146484375, 93.52000427246094]], 'labels': ['poster', 'chair', 'clock', 'flag', 'human face']}}"
0009,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[3.9200000762939453, 0.1120000034570694, 151.31201171875, 137.87200927734375], [176.84800720214844, 0.1120000034570694, 223.66400146484375, 82.09600067138672], [24.304000854492188, 139.44000244140625, 37.74399948120117, 181.10400390625]], 'labels': ['whiteboard', 'poster', 'bottle']}}"
0010,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[179.9840087890625, 0.1120000034570694, 223.66400146484375, 82.31999969482422], [113.45600128173828, 57.00800323486328, 153.10400390625, 134.2880096435547], [21.392000198364258, 141.4560089111328, 35.72800064086914, 184.68800354003906], [177.52000427246094, 160.04800415039062, 190.7360076904297, 185.80799865722656], [162.2880096435547, 150.19200134277344, 173.71200561523438, 174.83200073242188], [40.20800018310547, 61.48800277709961, 49.84000015258789, 87.47200012207031]], 'labels': ['poster', 'poster', 'bottle', 'human face', 'human face', 'human face']}}"
0011,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[180.4320068359375, 0.1120000034570694, 223.66400146484375, 82.09600067138672], [21.61600112915039, 141.9040069580078, 35.50400161743164, 184.68800354003906]], 'labels': ['poster', 'bottle']}}"
0012,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[179.5360107421875, 0.1120000034570694, 223.66400146484375, 82.09600067138672], [0.1120000034570694, 177.07200622558594, 21.168001174926758, 215.37600708007812], [21.168001174926758, 141.9040069580078, 35.28000259399414, 184.68800354003906]], 'labels': ['poster', 'bottle', 'bottle']}}"
0013,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[113.23200225830078, 53.42399978637695, 156.01600646972656, 136.5279998779297], [15.568000793457031, 143.9199981689453, 30.576000213623047, 189.8400115966797], [0.1120000034570694, 181.10400390625, 15.568000793457031, 223.66400146484375], [24.75200080871582, 56.784000396728516, 38.41600036621094, 82.99200439453125]], 'labels': ['poster', 'bottle', 'bottle', 'human face']}}"
0014,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 0.1120000034570694, 223.66400146484375, 223.66400146484375], [113.00800323486328, 54.09600067138672, 155.79200744628906, 136.5279998779297], [15.120000839233398, 143.6959991455078, 30.576000213623047, 190.5120086669922], [26.768001556396484, 0.1120000034570694, 45.80800247192383, 32.36800003051758], [14.672000885009766, 57.68000030517578, 29.68000030517578, 89.26399993896484]], 'labels': ['whiteboard', 'poster', 'bottle', 'flag', 'human face']}}"
0015,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 0.1120000034570694, 223.66400146484375, 223.66400146484375], [0.1120000034570694, 19.82400131225586, 73.80799865722656, 162.2880096435547], [148.40000915527344, 109.42400360107422, 206.41600036621094, 223.66400146484375]], 'labels': ['whiteboard', 'person', 'person']}}"
0016,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 27.440000534057617, 61.26400375366211, 169.9040069580078], [151.08799743652344, 120.1760025024414, 216.04800415039062, 223.66400146484375], [72.24000549316406, 97.10400390625, 115.47200012207031, 223.66400146484375], [186.70401000976562, 3.9200000762939453, 223.66400146484375, 67.31200408935547], [206.63999938964844, 97.10400390625, 223.66400146484375, 189.16799926757812], [187.15200805664062, 102.0320053100586, 210.67201232910156, 154.0], [15.568000793457031, 131.15200805664062, 30.80000114440918, 177.74400329589844]], 'labels': ['person', 'person', 'person', 'person', 'person', 'person', 'bottle']}}"
0017,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 0.1120000034570694, 151.760009765625, 129.36000061035156], [0.1120000034570694, 46.704002380371094, 57.90400314331055, 169.9040069580078], [140.33599853515625, 117.04000091552734, 197.4560089111328, 223.66400146484375], [70.89600372314453, 90.38400268554688, 114.35200500488281, 223.66400146484375], [0.1120000034570694, 46.704002380371094, 32.14400100708008, 169.9040069580078], [180.656005859375, 0.1120000034570694, 223.66400146484375, 67.31200408935547], [185.58399963378906, 106.96000671386719, 205.52000427246094, 177.29600524902344]], 'labels': ['whiteboard', 'person', 'person', 'person', 'person', 'person', 'person']}}"
0018,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[149.96800231933594, 0.1120000034570694, 223.66400146484375, 77.61600494384766], [11.312000274658203, 131.82400512695312, 26.09600067138672, 178.19200134277344], [6.160000324249268, 63.72800064086914, 23.408000946044922, 96.8800048828125], [105.39200592041016, 98.0, 117.26399993896484, 119.7280044555664]], 'labels': ['whiteboard', 'bottle', 'human face', 'human face']}}"
0019,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[149.96800231933594, 0.1120000034570694, 223.66400146484375, 78.06400299072266], [0.1120000034570694, 172.59201049804688, 11.088000297546387, 211.34400939941406], [9.296000480651855, 50.064002990722656, 24.97599983215332, 82.09600067138672], [195.44000244140625, 0.1120000034570694, 212.46400451660156, 20.944000244140625], [81.20000457763672, 101.8080062866211, 92.8479995727539, 123.31200408935547]], 'labels': ['whiteboard', 'bottle', 'human face', 'human face', 'human face']}}"
0020,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[149.96800231933594, 0.1120000034570694, 223.66400146484375, 77.84000396728516], [109.64800262451172, 42.0, 151.5360107421875, 124.656005859375], [68.8800048828125, 75.82400512695312, 111.66400146484375, 130.25599670410156], [21.61600112915039, 0.1120000034570694, 68.20800018310547, 34.384002685546875], [109.20000457763672, 16.687999725341797, 150.19200134277344, 46.25600051879883], [108.52799987792969, 0.1120000034570694, 149.74400329589844, 23.631999969482422], [100.01600646972656, 49.16800308227539, 111.21600341796875, 76.49600219726562]], 'labels': ['whiteboard', 'poster', 'poster', 'poster', 'poster', 'poster', 'poster']}}"
