image_num,bboxes,labels
0001,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.9520034790039, 223.66400146484375, 223.66400146484375], [61.71200180053711, 43.79199981689453, 79.85600280761719, 89.26399993896484]], 'labels': ['desk', 'human face']}}"
0002,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.9520034790039, 165.87200927734375, 223.66400146484375], [64.4000015258789, 43.12000274658203, 81.87200164794922, 89.04000091552734]], 'labels': ['desk', 'human face']}}"
0003,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.9520034790039, 200.59201049804688, 223.66400146484375], [66.41600036621094, 44.4640007019043, 82.76800537109375, 88.36800384521484], [199.4720001220703, 70.44800567626953, 215.37600708007812, 112.33600616455078]], 'labels': ['desk', 'human face', 'human face']}}"
0004,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.5040054321289, 223.66400146484375, 223.66400146484375], [61.48800277709961, 45.58399963378906, 80.97600555419922, 92.1760025024414]], 'labels': ['desk', 'human face']}}"
0005,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.2800064086914, 223.66400146484375, 223.66400146484375], [190.9600067138672, 69.3280029296875, 204.62400817871094, 107.63200378417969]], 'labels': ['desk', 'human face']}}"
0006,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.5040054321289, 223.66400146484375, 223.66400146484375], [195.21600341796875, 69.552001953125, 210.0, 108.75200653076172]], 'labels': ['desk', 'human face']}}"
0007,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.2800064086914, 223.66400146484375, 223.66400146484375], [69.10400390625, 44.0160026550293, 84.78400421142578, 87.92000579833984], [190.5120086669922, 69.10400390625, 204.84800720214844, 105.16800689697266]], 'labels': ['desk', 'human face', 'human face']}}"
0008,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 90.83200073242188, 223.66400146484375, 223.66400146484375], [67.53600311279297, 45.58399963378906, 84.78400421142578, 89.71200561523438], [191.1840057373047, 69.552001953125, 209.10400390625, 107.63200378417969]], 'labels': ['desk', 'human face', 'human face']}}"
0009,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[105.16800689697266, 105.16800689697266, 200.81600952148438, 223.66400146484375], [62.160003662109375, 45.80800247192383, 81.64800262451172, 91.7280044555664], [192.97601318359375, 70.89600372314453, 211.12001037597656, 110.54400634765625]], 'labels': ['girl', 'human face', 'human face']}}"
0010,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 79.85600280761719, 223.66400146484375, 223.66400146484375], [199.4720001220703, 67.98400115966797, 220.75201416015625, 108.08000183105469], [66.41600036621094, 44.4640007019043, 82.54400634765625, 90.16000366210938]], 'labels': ['desk', 'human face', 'human face']}}"
0011,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[6.160000324249268, 28.560001373291016, 138.76800537109375, 216.04800415039062], [124.8800048828125, 107.85600280761719, 205.52000427246094, 223.66400146484375], [187.60000610351562, 61.26400375366211, 223.66400146484375, 223.66400146484375], [137.87200927734375, 62.384002685546875, 196.5600128173828, 138.09600830078125]], 'labels': ['person', 'person', 'person', 'person']}}"
0012,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[6.160000324249268, 28.560001373291016, 122.86400604248047, 215.82400512695312], [112.33600616455078, 104.94400024414062, 203.72801208496094, 223.66400146484375], [184.24000549316406, 60.36800003051758, 223.66400146484375, 223.66400146484375], [142.8000030517578, 60.14400100708008, 195.21600341796875, 138.09600830078125]], 'labels': ['person', 'person', 'person', 'person']}}"
0013,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.2800064086914, 223.66400146484375, 223.66400146484375], [62.832000732421875, 44.6879997253418, 80.75199890136719, 89.71200561523438]], 'labels': ['desk', 'human face']}}"
0014,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.2800064086914, 223.66400146484375, 223.66400146484375], [194.09600830078125, 73.36000061035156, 209.7760009765625, 113.00800323486328]], 'labels': ['desk', 'human face']}}"
0015,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[14.672000885009766, 21.392000198364258, 120.1760025024414, 176.84800720214844], [140.33599853515625, 102.4800033569336, 204.17601013183594, 223.66400146484375], [189.16799926757812, 59.92000198364258, 223.66400146484375, 223.66400146484375], [138.54400634765625, 48.944000244140625, 197.9040069580078, 131.60000610351562]], 'labels': ['woman', 'person', 'person', 'person']}}"
0016,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.2800064086914, 223.66400146484375, 223.66400146484375], [55.66400146484375, 37.29600143432617, 74.4800033569336, 82.09600067138672]], 'labels': ['desk', 'human face']}}"
0017,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.2800064086914, 223.66400146484375, 223.66400146484375], [54.09600067138672, 36.847999572753906, 73.58399963378906, 83.44000244140625]], 'labels': ['desk', 'human face']}}"
0018,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.2800064086914, 223.66400146484375, 223.66400146484375], [56.784000396728516, 35.28000259399414, 75.82400512695312, 80.97600555419922]], 'labels': ['desk', 'human face']}}"
0019,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 91.2800064086914, 223.66400146484375, 223.66400146484375], [57.00800323486328, 35.28000259399414, 76.94400024414062, 81.20000457763672]], 'labels': ['desk', 'human face']}}"
