image_num,bboxes,labels
0001,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[20.272001266479492, 163.6320037841797, 223.66400146484375, 223.66400146484375], [150.86399841308594, 185.80799865722656, 198.1280059814453, 223.66400146484375], [71.34400177001953, 195.21600341796875, 122.86400604248047, 223.66400146484375], [200.14401245117188, 185.36000061035156, 221.87200927734375, 223.66400146484375], [143.2480010986328, 44.6879997253418, 160.72000122070312, 84.11199951171875]], 'labels': ['desk', 'chair', 'chair', 'chair', 'human face']}}"
0002,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[16.239999771118164, 137.64801025390625, 59.02400207519531, 223.66400146484375], [143.6959991455078, 47.82400131225586, 160.94400024414062, 86.80000305175781]], 'labels': ['fancy dress', 'human face']}}"
0003,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[17.13599967956543, 163.4080047607422, 223.66400146484375, 223.66400146484375], [143.6959991455078, 44.2400016784668, 160.94400024414062, 84.11199951171875]], 'labels': ['desk', 'human face']}}"
0004,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[4.144000053405762, 163.6320037841797, 223.66400146484375, 223.66400146484375], [145.26400756835938, 49.16800308227539, 162.2880096435547, 87.92000579833984]], 'labels': ['desk', 'human face']}}"
0005,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[6.160000324249268, 163.4080047607422, 223.66400146484375, 223.66400146484375], [145.48800659179688, 41.3280029296875, 162.7360076904297, 80.08000183105469]], 'labels': ['desk', 'human face']}}"
0006,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[4.5920000076293945, 163.4080047607422, 223.66400146484375, 223.66400146484375], [146.38400268554688, 43.12000274658203, 164.0800018310547, 81.87200164794922]], 'labels': ['desk', 'human face']}}"
0007,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[30.128000259399414, 163.6320037841797, 223.66400146484375, 223.66400146484375], [146.38400268554688, 47.82400131225586, 164.3040008544922, 87.47200012207031]], 'labels': ['desk', 'human face']}}"
0008,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[0.1120000034570694, 157.58399963378906, 223.66400146484375, 223.66400146484375], [0.1120000034570694, 171.4720001220703, 151.08799743652344, 223.66400146484375], [0.1120000034570694, 171.9199981689453, 151.08799743652344, 206.19200134277344], [148.40000915527344, 181.552001953125, 195.88800048828125, 223.66400146484375], [68.8800048828125, 190.9600067138672, 120.1760025024414, 223.66400146484375], [197.6800079345703, 181.3280029296875, 218.9600067138672, 223.66400146484375], [145.48800659179688, 45.58399963378906, 162.5120086669922, 84.56000518798828]], 'labels': ['table', 'table', 'table', 'chair', 'chair', 'chair', 'human face']}}"
0009,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[122.86400604248047, 179.5360107421875, 171.2480010986328, 223.66400146484375], [43.79199981689453, 189.8400115966797, 96.20800018310547, 223.66400146484375], [172.59201049804688, 179.5360107421875, 194.99200439453125, 223.66400146484375], [120.6240005493164, 44.2400016784668, 137.64801025390625, 82.99200439453125]], 'labels': ['chair', 'chair', 'chair', 'human face']}}"
0010,"{'<DENSE_REGION_CAPTION>': {'bboxes': [[118.60800170898438, 182.89601135253906, 167.21600341796875, 223.66400146484375], [39.53600311279297, 193.20001220703125, 91.9520034790039, 223.66400146484375], [168.7840118408203, 181.552001953125, 190.7360076904297, 223.66400146484375], [114.57600402832031, 47.82400131225586, 131.60000610351562, 86.57600402832031]], 'labels': ['chair', 'chair', 'chair', 'human face']}}"
